Title,Budget,Domestic_Gross,Year,Crit_Rating,Aud_Rating,Runtime_Min,Genre,MPAA_Rating
SCREAM 4,40000000,38180928,2011,60,55.0,103.0,"Horror, Mystery & Suspense",R
WINNIE THE POOH,30000000,26692846,2011,91,80.0,73.0,"Animation, Kids & Family",G
THE CONSPIRATOR,25000000,11538204,2011,55,62.0,122.0,Drama,PG-13
WATER FOR ELEPHANTS,38000000,58709717,2011,60,70.0,120.0,Drama,PG-13
MADEAS BIG HAPPY FAMILY,25000000,53345287,2011,37,74.0,106.0,"Comedy, Drama",PG-13
FAST FIVE,125000000,210031325,2011,77,83.0,131.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
THOR,150000000,181030624,2011,78,76.0,115.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
HOODWINKED TOO: HOOD VS. EVIL,30000000,10143779,2011,11,35.0,86.0,"Animation, Comedy, Kids & Family",PG
PROM,8000000,10130219,2011,36,39.0,109.0,Comedy,PG
SOMETHING BORROWED,35000000,39046489,2011,15,48.0,112.0,"Comedy, Drama, Science Fiction & Fantasy, Romance",PG-13
JUMPING THE BROOM,7000000,37295394,2011,57,58.0,112.0,Comedy,PG-13
BRIDESMAIDS,32500000,169211718,2011,90,76.0,125.0,Comedy,R
PRIEST,60000000,29136626,2011,15,46.0,83.0,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy, Western",PG-13
PIRATES OF THE CARIBBEAN: ON STRANGER TIDES,400000000,241063875,2011,33,54.0,137.0,"Action & Adventure, Comedy, Science Fiction & Fantasy",PG-13
MIDNIGHT IN PARIS,30000000,56816662,2011,93,83.0,94.0,"Comedy, Romance",PG-13
THE HANGOVER PART II,80000000,254464305,2011,33,52.0,102.0,Comedy,R
KUNG FU PANDA 2,150000000,165249063,2011,81,74.0,88.0,"Action & Adventure, Animation, Comedy, Kids & Family",PG
THE TREE OF LIFE,35000000,13305665,2011,84,60.0,139.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
X-MEN: FIRST CLASS,160000000,146408305,2011,86,87.0,132.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
SUPER 8,50000000,127004179,2011,81,75.0,112.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
GREEN LANTERN,200000000,116601172,2011,26,45.0,113.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
MR. POPPERSS PENGUINS,55000000,68224452,2011,48,53.0,97.0,"Comedy, Kids & Family",PG
CARS 2,200000000,191450875,2011,39,49.0,112.0,"Action & Adventure, Animation, Comedy, Kids & Family",G
ONE DAY,15000000,13843771,2011,36,49.0,107.0,"Comedy, Drama, Romance",PG-13
BAD TEACHER,19000000,100292856,2011,44,36.0,92.0,Comedy,R
TRANSFORMERS: DARK OF THE MOON,195000000,352390543,2011,35,55.0,154.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
LARRY CROWNE,30000000,35608245,2011,36,41.0,99.0,"Comedy, Drama",PG-13
MONTE CARLO,20000000,23186769,2011,39,49.0,109.0,"Action & Adventure, Comedy, Romance",PG
HORRIBLE BOSSES,35000000,117538559,2011,69,70.0,106.0,Comedy,R
ZOOKEEPER,80000000,80360866,2011,14,41.0,101.0,"Comedy, Romance",PG
HARRY POTTER AND THE DEATHLY HALLOWS: PART II,125000000,381193157,2011,96,89.0,131.0,"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",PG-13
CAPTAIN AMERICA: THE FIRST AVENGER,140000000,176654505,2011,80,74.0,124.0,"Action & Adventure, Mystery & Suspense",PG-13
FRIENDS WITH BENEFITS,35000000,55802754,2011,68,65.0,102.0,Comedy,R
THE SMURFS,110000000,142614158,2011,22,44.0,103.0,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",PG
COWBOYS AND ALIENS,160000000,100368560,2011,45,43.0,119.0,"Action & Adventure, Science Fiction & Fantasy, Western",PG-13
"CRAZY, STUPID, LOVE",50000000,84351197,2011,79,78.0,118.0,"Comedy, Drama, Romance",PG-13
RISE OF THE PLANET OF THE APES,92500000,176760185,2011,82,77.0,105.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
THE CHANGE-UP,52000000,37243418,2011,25,47.0,113.0,Comedy,R
THE HELP,25000000,169705587,2011,76,89.0,137.0,Drama,PG-13
FINAL DESTINATION 5,40000000,42587643,2011,62,52.0,92.0,Horror,R
30 MINUTES OR LESS,28000000,37053924,2011,44,40.0,83.0,"Action & Adventure, Comedy",R
GLEE: THE 3D CONCERT MOVIE,9000000,11862398,2011,60,65.0,84.0,"Comedy, Documentary, Musical & Performing Arts",PG
SPY KIDS: ALL THE TIME IN THE WORLD,27000000,38536376,2011,22,37.0,89.0,"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",PG
CONAN THE BARBARIAN,90000000,21295021,2011,66,74.0,121.0,"Action & Adventure, Science Fiction & Fantasy",R
CONAN THE BARBARIAN,90000000,21295021,2011,25,30.0,112.0,"Action & Adventure, Science Fiction & Fantasy",R
FRIGHT NIGHT,30000000,18298649,2011,91,76.0,106.0,Horror,R
FRIGHT NIGHT,30000000,18298649,2011,72,59.0,101.0,"Comedy, Horror",R
COLOMBIANA,40000000,36665854,2011,28,67.0,108.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
OUR IDIOT BROTHER,5000000,24814830,2011,70,51.0,100.0,Comedy,R
DONT BE AFRAID OF THE DARK,25000000,24046682,2011,67,58.0,76.0,"Horror, Television",NR
DONT BE AFRAID OF THE DARK,25000000,24046682,2011,59,34.0,76.0,"Horror, Mystery & Suspense",R
THE DEBT,20000000,31177548,2011,77,66.0,113.0,"Drama, Mystery & Suspense",R
SHARK NIGHT 3D,25000000,18877153,2011,19,22.0,85.0,"Horror, Mystery & Suspense",PG-13
APOLLO 18,5000000,17686929,2011,24,23.0,88.0,"Horror, Science Fiction & Fantasy",PG-13
CONTAGION,60000000,75658097,2011,84,63.0,107.0,"Action & Adventure, Mystery & Suspense",PG-13
WARRIOR,25000000,13657115,2011,83,92.0,139.0,"Action & Adventure, Drama",PG-13
DRIVE,15000000,35060689,2011,92,79.0,100.0,"Action & Adventure, Drama, Mystery & Suspense",R
STRAW DOGS,25000000,10324441,2011,41,34.0,109.0,Mystery & Suspense,R
MONEYBALL,50000000,75605492,2011,94,86.0,133.0,Drama,PG-13
DOLPHIN TALE,37000000,72286779,2011,81,80.0,113.0,"Drama, Kids & Family",PG
ABDUCTION,35000000,28087155,2011,5,42.0,105.0,"Action & Adventure, Mystery & Suspense",PG-13
KILLER ELITE,70000000,25124986,2011,26,42.0,117.0,"Action & Adventure, Mystery & Suspense",R
50/50,8000000,35016118,2011,93,88.0,100.0,"Comedy, Drama",R
COURAGEOUS,2000000,34522221,2011,33,86.0,129.0,"Drama, Faith & Spirituality",PG-13
DREAM HOUSE,50000000,21302340,2011,6,36.0,92.0,Mystery & Suspense,PG-13
WHATS YOUR NUMBER?,20000000,14011084,2011,24,44.0,106.0,Comedy,R
REAL STEEL,110000000,85463309,2011,60,73.0,126.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
THE IDES OF MARCH,23000000,40962534,2011,84,73.0,102.0,"Drama, Mystery & Suspense",R
THE ARTIST,16000000,44667095,2011,95,87.0,100.0,"Comedy, Drama, Romance",PG-13
FOOTLOOSE,24000000,51802742,2011,51,71.0,107.0,"Drama, Musical & Performing Arts, Romance",PG
FOOTLOOSE,24000000,51802742,2011,68,61.0,113.0,"Comedy, Drama, Musical & Performing Arts",PG-13
THE THING,38000000,16999934,2011,84,92.0,109.0,"Horror, Science Fiction & Fantasy",R
THE THING,38000000,16999934,2011,35,42.0,103.0,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",R
PARANORMAL ACTIVITY 3,5000000,104028807,2011,67,51.0,84.0,"Horror, Mystery & Suspense",R
THE THREE MUSKETEERS,90000000,20377913,2011,78,74.0,125.0,"Action & Adventure, Classics, Comedy, Drama, Romance",NR
THE THREE MUSKETEERS,90000000,20377913,2011,83,78.0,105.0,"Action & Adventure, Comedy",PG
THE THREE MUSKETEERS,90000000,20377913,2011,31,62.0,105.0,"Action & Adventure, Comedy, Kids & Family, Romance",PG
THE THREE MUSKETEERS,90000000,20377913,2011,26,39.0,110.0,"Action & Adventure, Romance",PG-13
PUSS IN BOOTS,130000000,149260504,2011,85,67.0,90.0,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",PG
THE ADVENTURES OF TINTIN,130000000,77591831,2011,73,74.0,107.0,"Action & Adventure, Animation, Kids & Family",PG
IN TIME,35000000,37553932,2011,37,51.0,109.0,"Mystery & Suspense, Science Fiction & Fantasy",PG-13
TOWER HEIST,85000000,78046570,2011,67,48.0,99.0,"Action & Adventure, Comedy, Drama",PG-13
A VERY HAROLD & KUMAR 3D CHRISTMAS,20000000,35061031,2011,68,59.0,91.0,Comedy,R
J. EDGAR,35000000,37306030,2011,43,44.0,137.0,Drama,R
IMMORTALS,75000000,83504017,2011,39,48.0,110.0,"Action & Adventure, Classics",R
JACK AND JILL,78000000,74158157,2011,3,36.0,93.0,"Comedy, Romance",PG
ARTHUR CHRISTMAS,85000000,46462469,2011,92,76.0,97.0,"Animation, Comedy, Kids & Family",PG
THE DESCENDANTS,20000000,82624961,2011,89,79.0,115.0,"Comedy, Drama",R
"THE TWILIGHT SAGA: BREAKING DAWN, PART 1",127500000,281287133,2011,25,60.0,117.0,"Mystery & Suspense, Science Fiction & Fantasy, Romance",PG-13
HAPPY FEET TWO,135000000,64006466,2011,45,61.0,99.0,"Animation, Art House & International, Kids & Family",PG
THE MUPPETS,45000000,88625922,2011,95,80.0,102.0,"Comedy, Kids & Family",PG
HUGO,180000000,73864507,2011,93,78.0,126.0,"Kids & Family, Mystery & Suspense",PG
MY WEEK WITH MARILYN,10000000,14597405,2011,83,71.0,99.0,Drama,R
NEW YEARS EVE,26000000,54544638,2011,7,45.0,117.0,"Comedy, Romance",PG-13
THE SITTER,25000000,30542576,2011,22,39.0,81.0,Comedy,R
TINKER TAILOR SOLDIER SPY,21000000,24149393,2011,83,65.0,128.0,"Drama, Mystery & Suspense",R
YOUNG ADULT,12000000,16311571,2011,80,49.0,93.0,"Comedy, Drama",R
ALVIN AND THE CHIPMUNKS: CHIPWRECKED,80000000,133107389,2011,11,51.0,90.0,"Animation, Comedy, Kids & Family",G
SHERLOCK HOLMES: A GAME OF SHADOWS,125000000,186848418,2011,60,77.0,128.0,"Action & Adventure, Mystery & Suspense",PG-13
THE GIRL WITH THE DRAGON TATTOO,90000000,102515793,2011,86,86.0,157.0,"Drama, Mystery & Suspense",R
THE GIRL WITH THE DRAGON TATTOO,90000000,102515793,2011,85,87.0,154.0,"Art House & International, Drama, Mystery & Suspense",R
WE BOUGHT A ZOO,50000000,75624550,2011,64,71.0,126.0,"Comedy, Drama",PG
WAR HORSE,70000000,79883359,2011,75,74.0,146.0,"Action & Adventure, Drama",PG-13
EXTREMELY LOUD AND INCREDIBLY CLOSE,40000000,31847881,2011,46,61.0,129.0,Drama,PG-13
THE DARKEST HOUR,34000000,21443494,2011,12,25.0,89.0,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",PG-13
THE DEVIL INSIDE,1000000,53262945,2012,6,22.0,83.0,Horror,R
CONTRABAND,25000000,66528000,2012,100,68.0,92.0,"Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense",NR
CONTRABAND,25000000,66528000,2012,51,57.0,109.0,"Action & Adventure, Mystery & Suspense",R
JOYFUL NOISE,27500000,30932113,2012,31,65.0,118.0,Comedy,PG-13
THE IRON LADY,14000000,29959436,2012,51,51.0,104.0,"Art House & International, Drama",PG-13
UNDERWORLD: AWAKENING,70000000,62321039,2012,27,62.0,88.0,"Action & Adventure, Horror, Science Fiction & Fantasy",R
RED TAILS,58000000,49876377,2012,40,58.0,120.0,Drama,PG-13
HAYWIRE,23000000,18942396,2012,80,41.0,93.0,"Action & Adventure, Drama, Mystery & Suspense",R
THE GREY,25000000,51580136,2012,79,61.0,118.0,"Action & Adventure, Drama",R
ONE FOR THE MONEY,42000000,26414527,2012,2,42.0,91.0,"Comedy, Drama, Mystery & Suspense",PG-13
MAN ON A LEDGE,42000000,18620000,2012,32,52.0,102.0,"Drama, Mystery & Suspense",PG-13
JOURNEY 2: THE MYSTERIOUS ISLAND,79000000,103860290,2012,44,59.0,94.0,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",PG
CHRONICLE,12000000,64575175,2012,85,71.0,83.0,"Art House & International, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",PG-13
THE WOMAN IN BLACK,15000000,54333290,2012,66,54.0,94.0,"Drama, Horror, Mystery & Suspense",PG-13
BIG MIRACLE,40000000,20157300,2012,75,64.0,107.0,"Action & Adventure, Comedy, Drama, Romance",PG
SAFE HOUSE,85000000,126181630,2012,52,63.0,114.0,"Action & Adventure, Mystery & Suspense",R
THE VOW,30000000,125014030,2012,31,63.0,104.0,"Drama, Romance",PG-13
THIS MEANS WAR,65000000,54760791,2012,26,56.0,98.0,"Action & Adventure, Comedy, Romance",PG-13
GHOST RIDER: SPIRIT OF VENGEANCE,57000000,51774002,2012,18,32.0,95.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",PG-13
ACT OF VALOR,12000000,70012847,2012,26,72.0,101.0,"Action & Adventure, Mystery & Suspense",R
THE BEST EXOTIC MARIGOLD HOTEL,10000000,46383639,2012,79,79.0,123.0,"Comedy, Drama",PG-13
TYLER PERRYS GOOD DEEDS,14000000,35025791,2012,32,76.0,109.0,"Comedy, Drama, Romance",PG-13
WANDERLUST,32000000,17288155,2012,59,39.0,80.0,Comedy,R
DOCTOR SEUSS THE LORAX,67500000,214030500,2012,53,63.0,87.0,"Animation, Kids & Family",PG
PROJECT X,12000000,54731865,2012,75,55.0,107.0,"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy",PG
PROJECT X,12000000,54731865,2012,28,61.0,88.0,"Comedy, Drama, Science Fiction & Fantasy",R
JOHN CARTER,260000000,73058679,2012,52,60.0,118.0,"Action & Adventure, Horror, Kids & Family, Science Fiction & Fantasy",PG-13
THE HUNGER GAMES,80000000,408010692,2012,84,81.0,142.0,"Drama, Mystery & Suspense, Science Fiction & Fantasy",PG-13
A THOUSAND WORDS,40000000,18450127,2012,0,47.0,91.0,"Comedy, Drama",PG-13
SILENT HOUSE,2000000,12739737,2012,43,30.0,88.0,"Horror, Mystery & Suspense",R
21 JUMP STREET,42000000,138447667,2012,85,82.0,109.0,"Action & Adventure, Comedy",R
MIRROR MIRROR,85000000,64935167,2012,50,45.0,95.0,Science Fiction & Fantasy,PG
WRATH OF THE TITANS,150000000,83670083,2012,27,49.0,99.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
THE PIRATES! BAND OF MISFITS,55000000,31051126,2012,86,60.0,88.0,"Action & Adventure, Animation, Comedy",PG
AMERICAN REUNION,50000000,56758835,2012,45,63.0,110.0,"Comedy, Romance",R
BATTLESHIP,217000000,65233400,2012,34,54.0,131.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
THE RAVEN,26000000,16008272,2012,22,46.0,110.0,Mystery & Suspense,R
THE THREE STOOGES,30000000,44338224,2012,51,47.0,92.0,Comedy,PG
THE CABIN IN THE WOODS,30000000,42073277,2012,91,74.0,95.0,"Horror, Mystery & Suspense",R
LOCKOUT,20000000,14326865,2012,37,46.0,95.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",PG-13
THE LUCKY ONE,25000000,60457138,2012,21,67.0,101.0,Drama,PG-13
THINK LIKE A MAN,12000000,91547205,2012,54,79.0,123.0,Comedy,PG-13
TO ROME WITH LOVE,21000000,16684352,2012,46,40.0,112.0,Comedy,R
THE AVENGERS,225000000,623279547,2012,5,15.0,90.0,Action & Adventure,PG-13
THE FIVE-YEAR ENGAGEMENT,30000000,28700285,2012,63,51.0,124.0,Comedy,R
SAFE,33000000,17142080,2012,58,59.0,94.0,"Action & Adventure, Drama",R
DARK SHADOWS,150000000,79727149,2012,36,46.0,113.0,"Drama, Horror, Mystery & Suspense",PG-13
THE DICTATOR,65000000,59650222,2012,57,44.0,83.0,Comedy,R
MOONRISE KINGDOM,16000000,45512466,2012,93,86.0,94.0,Comedy,PG-13
WHAT TO EXPECT WHEN YOURE EXPECTING,37500000,41152203,2012,23,47.0,109.0,"Comedy, Drama, Romance",PG-13
MEN IN BLACK 3,210000000,179020854,2012,68,70.0,105.0,"Action & Adventure, Comedy, Science Fiction & Fantasy",PG-13
CHERNOBYL DIARIES,1000000,18119640,2012,19,28.0,86.0,"Drama, Horror",R
SNOW WHITE AND THE HUNTSMAN,170000000,155136755,2012,49,52.0,128.0,"Action & Adventure, Drama, Science Fiction & Fantasy, Romance",PG-13
PROMETHEUS,125000000,126477084,2012,73,68.0,123.0,"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",R
MADAGASCAR 3: EUROPES MOST WANTED,145000000,216391482,2012,79,72.0,93.0,"Action & Adventure, Animation, Comedy, Kids & Family",PG
ROCK OF AGES,70000000,38518613,2012,42,55.0,123.0,"Drama, Musical & Performing Arts",PG-13
THATS MY BOY,57000000,36931089,2012,20,51.0,116.0,Comedy,R
ABRAHAM LINCOLN: VAMPIRE HUNTER,67000000,37519139,2012,34,50.0,105.0,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",R
BRAVE,185000000,237282182,2012,78,76.0,93.0,"Animation, Comedy, Kids & Family",PG
THE AMAZING SPIDER-MAN,220000000,262030663,2012,72,77.0,136.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
ICE AGE: CONTINENTAL DRIFT,95000000,161321843,2012,37,62.0,87.0,"Action & Adventure, Animation, Comedy, Kids & Family",PG
BEASTS OF THE SOUTHERN WILD,1800000,12795746,2012,87,76.0,91.0,Drama,PG-13
MAGIC MIKE,7000000,113721571,2012,80,60.0,110.0,"Comedy, Drama",R
TED,50000000,218665740,2012,68,73.0,107.0,Comedy,R
TYLER PERRYS MADEAS WITNESS PROTECTION,20000000,65653242,2012,19,66.0,114.0,Comedy,PG-13
PEOPLE LIKE US,16000000,12431792,2012,53,62.0,115.0,"Comedy, Drama",PG-13
KATY PERRY: PART OF ME,12000000,25326071,2012,76,72.0,93.0,"Documentary, Musical & Performing Arts",PG
SAVAGES,45000000,47323100,2012,51,54.0,129.0,"Drama, Mystery & Suspense",R
2016: OBAMAS AMERICA,2500000,33349941,2012,26,73.0,87.0,"Documentary, Special Interest",PG
THE DARK KNIGHT RISES,275000000,448139099,2012,87,90.0,165.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
STEP UP REVOLUTION,33000000,35074677,2012,42,68.0,98.0,"Drama, Musical & Performing Arts, Romance",PG-13
THE WATCH,55000000,34353000,2012,17,39.0,101.0,"Comedy, Science Fiction & Fantasy",R
TOTAL RECALL,125000000,58877969,2012,82,78.0,113.0,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",R
TOTAL RECALL,125000000,58877969,2012,31,47.0,121.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
PARANORMAN,60000000,56003051,2012,88,72.0,93.0,"Action & Adventure, Animation, Comedy, Kids & Family",PG
DIARY OF A WIMPY KID: DOG DAYS,22000000,49008662,2012,52,63.0,94.0,"Comedy, Kids & Family",PG
HOPE SPRINGS,30000000,63536011,2012,23,27.0,92.0,"Comedy, Drama, Romance",PG-13
HOPE SPRINGS,30000000,63536011,2012,75,55.0,99.0,"Comedy, Drama",PG-13
THE BOURNE LEGACY,125000000,113203870,2012,56,58.0,135.0,"Action & Adventure, Mystery & Suspense",PG-13
THE CAMPAIGN,95000000,86907746,2012,66,51.0,86.0,Comedy,R
THE EXPENDABLES 2,100000000,85028192,2012,68,67.0,102.0,Action & Adventure,R
THE ODD LIFE OF TIMOTHY GREEN,40000000,51853450,2012,35,67.0,100.0,"Comedy, Science Fiction & Fantasy",PG
SPARKLE,10000000,24397469,2012,10,91.0,98.0,"Drama, Musical & Performing Arts",PG
SPARKLE,10000000,24397469,2012,78,,104.0,Comedy,NR
SPARKLE,10000000,24397469,2012,57,45.0,116.0,"Drama, Musical & Performing Arts",PG-13
HIT & RUN,22000000,13749300,2012,49,49.0,100.0,"Action & Adventure, Comedy, Romance",R
PREMIUM RUSH,35000000,20275446,2012,74,60.0,90.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
LAWLESS,26000000,37397291,2012,67,74.0,115.0,Drama,R
THE POSSESSION,14000000,49130588,2012,39,48.0,92.0,"Horror, Mystery & Suspense",PG-13
DREDD,45000000,13414714,2012,79,72.0,95.0,"Action & Adventure, Science Fiction & Fantasy",R
ANNA KARENINA,48000000,12816367,2012,100,70.0,94.0,"Classics, Drama, Romance",NR
ANNA KARENINA,48000000,12816367,2012,26,66.0,106.0,"Drama, Special Interest",PG-13
ANNA KARENINA,48000000,12816367,2012,62,50.0,130.0,"Drama, Romance",R
THE WORDS,6000000,11494838,2012,24,49.0,96.0,"Drama, Mystery & Suspense",PG-13
RESIDENT EVIL: RETRIBUTION,65000000,42345531,2012,29,51.0,95.0,Action & Adventure,R
THE MASTER,37500000,16247159,2012,85,61.0,138.0,Drama,R
END OF WATCH,15000000,41003371,2012,85,86.0,109.0,Drama,R
THE PERKS OF BEING A WALLFLOWER,13000000,17742948,2012,86,89.0,103.0,Drama,PG-13
TROUBLE WITH THE CURVE,60000000,35763137,2012,51,66.0,110.0,Drama,PG-13
HOUSE AT THE END OF THE STREET,6900000,31611916,2012,12,41.0,101.0,"Horror, Mystery & Suspense",PG-13
KILLING THEM SOFTLY,15000000,14945541,2012,73,44.0,97.0,"Comedy, Drama, Mystery & Suspense",R
HOTEL TRANSYLVANIA,85000000,148313048,2012,44,72.0,91.0,"Animation, Comedy, Kids & Family",PG
TAKEN 2,45000000,139854287,2012,22,52.0,92.0,Mystery & Suspense,PG-13
LOOPER,30000000,66486205,2012,93,82.0,119.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",R
PITCH PERFECT,17000000,65001093,2012,80,83.0,112.0,"Comedy, Musical & Performing Arts",PG-13
FRANKENWEENIE,39000000,35287788,2012,87,70.0,90.0,"Animation, Comedy, Horror, Science Fiction & Fantasy",PG
HERE COMES THE BOOM,42000000,45290318,2012,40,65.0,105.0,"Action & Adventure, Comedy",PG
ARGO,44000000,136025503,2012,96,90.0,120.0,"Drama, Mystery & Suspense",R
THE IMPOSSIBLE,40000000,19019882,2012,81,84.0,113.0,"Action & Adventure, Drama",PG-13
SEVEN PSYCHOPATHS,13500000,15024049,2012,82,71.0,109.0,Comedy,R
PARANORMAL ACTIVITY 4,5000000,53900335,2012,24,34.0,90.0,Horror,R
ALEX CROSS,35000000,25888412,2012,11,47.0,101.0,"Action & Adventure, Mystery & Suspense",PG-13
SKYFALL,200000000,304360277,2012,92,86.0,145.0,"Action & Adventure, Mystery & Suspense",PG-13
CLOUD ATLAS,100000000,27108272,2012,66,66.0,172.0,"Drama, Science Fiction & Fantasy",R
SILENT HILL: REVELATION 3D,20000000,17530219,2012,10,35.0,94.0,"Horror, Mystery & Suspense",R
WRECK-IT RALPH,165000000,189412677,2012,87,86.0,92.0,"Animation, Comedy, Kids & Family",PG
FLIGHT,31000000,93772375,2012,77,75.0,138.0,"Drama, Mystery & Suspense",R
THE MAN WITH THE IRON FISTS,15000000,15634090,2012,51,40.0,96.0,Action & Adventure,R
LINCOLN,65000000,182207973,2012,89,80.0,149.0,Drama,PG-13
"THE TWILIGHT SAGA: BREAKING DAWN, PART 2",135000000,292324737,2012,49,70.0,115.0,"Action & Adventure, Drama, Science Fiction & Fantasy, Romance",PG-13
SILVER LININGS PLAYBOOK,21000000,132092958,2012,92,86.0,122.0,Comedy,R
RISE OF THE GUARDIANS,145000000,103412758,2012,74,80.0,97.0,"Action & Adventure, Animation, Kids & Family",PG
LIFE OF PI,120000000,124987022,2012,87,84.0,127.0,"Action & Adventure, Drama",PG
RED DAWN,65000000,44806783,2012,46,65.0,114.0,Action & Adventure,PG-13
RED DAWN,65000000,44806783,2012,14,51.0,93.0,Action & Adventure,PG-13
THE HOBBIT: AN UNEXPECTED JOURNEY,250000000,303003568,2012,64,83.0,170.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
LES MISÉRABLES,65000000,148809770,2012,69,79.0,158.0,"Drama, Musical & Performing Arts, Romance",PG-13
ZERO DARK THIRTY,52000000,95720716,2012,91,80.0,157.0,Drama,R
